N	mean	var	loss	bw	B	MaxB	Silence	Bp	out
72	0.806144	0.071264	0.017995	0.878239	30	158	2.830200	17.836914	0
92	6.172767	0.102273	0.566207	2.679236	281	408	0.330200	37.836914	1
87	0.457642	0.035944	0.000000	1.068128	30	96	4.705200	12.836914	2
107	2.663734	0.149277	0.161810	2.177104	282	346	2.205200	32.836914	1
77	0.911725	0.078685	0.000000	1.345422	14	221	3.455200	22.836914	2
97	5.116232	0.132545	0.491508	2.525393	266	471	0.955200	42.836914	1
80	1.025929	0.050591	0.156005	1.033995	1	2	1.892700	15.336914	1
100	1.533554	0.107896	0.105186	1.402636	95	252	4.392700	35.336914	1
70	2.539730	0.045124	0.432190	1.433322	79	127	0.642700	25.336914	1
90	2.245597	0.165239	0.576255	1.014793	48	377	3.142700	45.336914	1
85	1.809187	0.091271	0.096422	1.617163	48	64	1.267700	20.336914	1
105	2.116905	0.150850	0.022038	2.175761	79	314	3.767700	40.336914	1
75	1.791264	0.001722	0.568658	0.770342	94	189	0.017700	10.336914	1
95	1.998064	0.152542	0.430249	1.097019	1	439	2.517700	30.336914	1
80	3.992117	0.089426	0.488409	2.052800	101	172	0.388794	29.555664	1
100	2.904951	0.263399	0.540483	1.381719	38	422	2.888794	49.555664	1
70	1.282235	0.081258	0.092422	1.181165	39	47	1.638794	19.555664	1
90	1.657959	0.143033	0.095470	1.493232	101	297	4.138794	39.555664	1
85	1.443238	0.063424	0.292847	1.021833	167	234	1.013794	14.555664	1
105	1.962419	0.120789	0.341911	1.239303	105	484	3.513794	34.555664	1
75	1.277498	0.077251	0.000038	1.719268	105	109	2.263794	24.555664	2
95	1.713231	0.159680	0.000000	2.148346	167	359	4.763794	44.555664	0
83	0.778420	0.060839	0.000276	0.975171	4	140	3.201294	17.055664	2
103	5.317969	0.140611	0.553251	2.387662	206	390	0.701294	37.055664	1
73	0.816271	0.083384	0.000000	1.719724	4	15	4.451294	27.055664	2
93	3.603358	0.288757	0.289962	2.471393	206	265	1.951294	47.055664	1
88	1.337106	0.095827	0.000458	1.544757	31	203	2.576294	22.055664	0
108	9.915245	0.030392	0.568704	4.289809	296	453	0.076294	42.055664	1
78	0.458244	0.044535	0.000000	0.915498	31	78	3.826294	12.055664	2
98	3.176949	0.097968	0.298717	2.186247	296	328	1.326294	32.055664	1
106	0.802610	0.074091	0.513546	0.383882	145	469	2.420044	10.805664	1
86	1.088520	0.120530	0.000000	1.681441	177	219	4.920044	30.805664	2
96	2.176539	0.165249	0.429494	1.254721	21	344	1.170044	20.805664	1
76	1.645301	0.139671	0.000000	2.639205	52	94	3.670044	40.805664	2
101	2.247553	0.130678	0.430251	1.242876	177	406	1.795044	25.805664	1
81	1.653798	0.159361	0.000000	2.763528	146	156	4.295044	45.805664	2
91	2.208749	0.039839	0.475221	1.151854	52	281	0.545044	15.805664	1
71	1.562481	0.081618	0.000000	2.418623	21	31	3.045044	35.805664	2
109	1.171967	0.108945	0.382258	0.759439	436	500	3.982544	23.305664	1
89	3.701870	0.170703	0.177807	2.986297	93	250	1.482544	43.305664	1
99	0.832765	0.069949	0.184787	0.712542	233	375	2.732544	13.305664	1
79	5.015439	0.054291	0.491587	2.568065	15	125	0.232544	33.305664	1
104	0.822137	0.076384	0.109560	0.727330	436	437	4.607544	18.305664	1
84	2.497091	0.146929	0.007664	2.667588	93	187	2.107544	38.305664	0
94	1.426419	0.087289	0.002929	1.631414	233	312	3.357544	28.305664	0
74	4.514030	0.215009	0.225354	3.571195	15	62	0.857544	48.305664	1
94	1.152766	0.073923	0.274835	0.867981	42	101	2.654419	18.930664	1
74	5.855623	0.045590	0.521721	2.801794	323	351	0.154419	38.930664	1
104	1.423361	0.135685	0.526030	0.720794	38	226	3.904419	28.930664	1
84	3.964043	0.263892	0.217123	3.017354	319	476	1.404419	48.930664	1
99	1.248445	0.078776	0.060639	1.315768	11	39	3.279419	23.930664	1
79	4.607905	0.206534	0.275559	3.348606	229	289	0.779419	43.930664	1
109	0.672789	0.068662	0.280346	0.485814	7	164	4.529419	13.930664	1
89	2.369151	0.103821	0.032741	2.351836	225	414	2.029419	33.930664	1
92	2.729008	0.113741	0.396399	1.615885	68	70	1.091919	26.430664	1
72	1.791314	0.147985	0.000000	2.969848	154	320	3.591919	46.430664	2
102	1.241001	0.075147	0.499501	0.627504	142	195	2.341919	16.430664	1
82	1.223755	0.138883	0.000000	2.015006	103	445	4.841919	36.430664	2
97	1.826006	0.034268	0.483577	0.926067	6	8	0.466919	11.430664	1
77	1.377037	0.110845	0.000000	2.388122	92	258	2.966919	31.430664	2
107	2.029498	0.102388	0.409540	1.180622	80	133	1.716919	21.430664	1
87	1.707341	0.260685	0.000000	2.824510	41	383	4.216919	41.430664	2
78	0.646369	0.070370	0.000000	1.267359	191	273	4.685669	20.180664	2
98	3.021010	0.198188	0.350028	1.948084	4	23	2.185669	40.180664	1
88	0.488023	0.039146	0.000000	0.558340	378	398	3.435669	10.180664	0
108	4.001943	0.200639	0.571720	1.705269	66	148	0.935669	30.180664	1
73	0.530361	0.049903	0.000000	1.009086	193	336	4.060669	15.180664	2
93	2.997647	0.183730	0.340587	2.052516	6	86	1.560669	35.180664	1
83	1.298328	0.074158	0.000000	1.532807	381	461	2.810669	25.180664	0
103	8.380188	0.098355	0.554428	3.703387	68	211	0.310669	45.180664	1
76	0.806996	0.052065	0.000000	0.854436	42	305	1.873169	12.680664	0
96	1.360142	0.161371	0.034424	1.416444	35	55	4.373169	32.680664	1
86	2.805587	0.075064	0.421413	1.633061	167	430	0.623169	22.680664	1
106	2.565147	0.189737	0.452958	1.357866	160	180	3.123169	42.680664	1
71	1.369969	0.093919	0.000000	1.896625	5	367	2.498169	27.680664	2
91	1.802544	0.180582	0.000000	2.354176	60	117	4.998169	47.680664	0
81	1.517085	0.077729	0.196654	1.194435	130	492	1.248169	17.680664	1
101	1.868770	0.211678	0.235223	1.405518	184	242	3.748169	37.680664	1
70	0.452253	0.037780	0.010217	0.520668	181	199	4.334106	14.243164	0
90	2.572492	0.172005	0.000000	2.906347	185	449	1.834106	34.243164	0
80	1.153543	0.074726	0.370344	0.712121	49	74	3.084106	24.243164	1
100	6.624268	0.101624	0.413633	3.872891	52	324	0.584106	44.243164	1
75	0.907714	0.067376	0.076189	0.891854	107	137	4.959106	29.243164	1
95	3.336474	0.202414	0.000000	3.969684	111	387	2.459106	49.243164	0
85	0.849585	0.075738	0.521171	0.394993	6	12	3.709106	19.243164	1
105	4.400829	0.110853	0.314807	3.076307	9	262	1.209106	39.243164	1
73	1.241326	0.102318	0.128292	1.018216	109	230	2.146606	21.743164	1
93	1.466575	0.204137	0.000000	3.800611	468	480	4.646606	41.743164	2
83	1.205281	0.067855	0.490127	0.617347	23	105	0.896606	11.743164	1
103	1.793420	0.140450	0.000000	2.573630	257	355	3.396606	31.743164	2
78	1.232929	0.045623	0.360059	0.793326	58	168	1.521606	16.743164	1
98	1.734413	0.172443	0.000000	3.166787	355	418	4.021606	36.743164	2
88	4.397370	0.086232	0.568423	1.900738	4	43	0.271606	26.743164	1
108	3.099293	0.237352	0.001192	3.562451	175	293	2.771606	46.743164	1
97	1.314922	0.121886	0.000000	2.242696	83	433	3.552856	25.493164	2
77	3.966800	0.158025	0.423760	2.390416	126	183	1.052856	45.493164	1
107	0.675873	0.076278	0.000000	1.151108	136	308	4.802856	15.493164	2
87	2.165534	0.147975	0.446857	1.216395	54	58	2.302856	35.493164	1
92	0.580920	0.027732	0.000000	0.789601	34	496	2.927856	10.493164	2
72	3.634792	0.074036	0.530316	1.705870	139	246	0.427856	30.493164	1
102	0.938245	0.060312	0.000000	1.256678	118	371	4.177856	20.493164	2
82	2.961852	0.144429	0.577369	1.251898	99	121	1.677856	40.493164	1
99	3.774514	0.017228	0.528065	1.770866	253	402	0.115356	17.993164	1
79	2.002927	0.173926	0.116888	1.792582	19	152	2.615356	37.993164	1
109	3.104933	0.126142	0.177476	2.510960	244	277	1.365356	27.993164	1
89	2.068201	0.310539	0.277594	1.533665	10	27	3.865356	47.993164	1
94	2.984312	0.107600	0.313976	1.994235	235	465	0.740356	22.993164	1
74	1.724562	0.191168	0.199037	1.523989	1	215	3.240356	42.993164	1
104	1.074182	0.043090	0.103848	0.962959	257	340	1.990356	12.993164	1
84	1.192321	0.096901	0.460464	0.659450	23	90	4.490356	32.993164	1
104	2.576227	0.147345	0.210774	2.045986	0	4	1.443481	24.868164	1
84	1.789910	0.150285	0.284931	1.202445	148	254	3.943481	44.868164	1
94	2.768012	0.022872	0.502870	1.374126	43	129	0.193481	14.868164	1
74	1.722155	0.143900	0.136039	1.444409	316	379	2.693481	34.868164	1
109	1.643822	0.046374	0.126853	1.466884	13	66	2.068481	19.868164	1
89	1.481590	0.108271	0.509187	0.699392	224	316	4.568481	39.868164	1
99	3.814971	0.106149	0.307801	2.652656	87	191	0.818481	29.868164	1
79	2.103946	0.156080	0.152325	1.733763	423	441	3.318481	49.868164	1
101	0.504366	0.046748	0.000000	0.947341	18	35	4.880981	12.368164	2
81	1.824302	0.146265	0.365262	1.161097	6	285	2.380981	32.368164	1
91	1.017306	0.079500	0.000000	1.969849	123	160	3.630981	22.368164	2
71	3.367657	0.200398	0.353928	2.144204	111	410	1.130981	42.368164	1
106	1.241527	0.156401	0.000000	1.923485	62	97	4.255981	27.368164	2
86	3.620153	0.216238	0.506174	1.695785	51	347	1.755981	47.368164	1
96	1.001138	0.093432	0.000000	1.459484	199	222	3.005981	17.368164	2
76	4.447729	0.094382	0.505659	2.204365	187	472	0.505981	37.368164	1
87	1.984152	0.040457	0.523349	0.942839	291	363	0.662231	16.118164	1
107	2.158917	0.163420	0.000000	2.918068	34	113	3.162231	36.118164	2
77	1.663073	0.142984	0.233011	1.255244	270	488	1.912231	26.118164	1
97	1.911960	0.161162	0.000000	4.209470	12	238	4.412231	46.118164	2
82	3.928699	0.010416	0.574067	1.672801	279	301	0.037231	21.118164	1
102	2.748986	0.245895	0.034344	2.848147	21	51	2.537231	41.118164	1
72	0.859912	0.022745	0.424325	0.486322	288	426	1.287231	11.118164	1
92	1.485125	0.126229	0.000000	2.415818	31	176	3.787231	31.118164	2
85	1.534155	0.113580	0.265868	1.064237	121	332	2.849731	28.618164	1
105	9.013347	0.111846	0.469964	4.761143	70	82	0.349731	48.618164	1
75	0.605084	0.086161	0.000000	0.823987	52	457	4.099731	18.618164	2
95	3.304965	0.183183	0.001456	3.646404	127	207	1.599731	38.618164	0
80	0.565053	0.040593	0.404096	0.340851	132	269	3.474731	13.618164	1
100	3.951359	0.112761	0.328910	2.723134	18	19	0.974731	33.618164	1
70	0.667926	0.081329	0.000000	0.786982	94	394	4.724731	23.618164	0
90	2.859906	0.263865	0.000626	3.560321	106	144	2.224731	43.618164	0
89	1.197334	0.122903	0.512738	0.537738	36	81	3.328247	23.696289	1
109	6.148026	0.182024	0.384069	3.751199	315	331	0.828247	43.696289	1
79	0.486870	0.033104	0.047692	0.443621	41	206	4.578247	13.696289	1
99	2.647642	0.210884	0.000000	2.842984	320	456	2.078247	33.696289	0
84	1.047260	0.090094	0.405447	0.603070	5	18	2.703247	18.696289	1
104	7.880434	0.064410	0.519034	3.790655	222	268	0.203247	38.696289	1
74	0.993618	0.099017	0.016544	1.117024	11	143	3.953247	28.696289	0
94	4.383207	0.175421	0.034067	4.322910	227	393	1.453247	48.696289	1
86	1.504978	0.036829	0.560843	0.665927	99	112	0.515747	11.196289	1
106	1.984077	0.140554	0.004847	2.297644	141	362	3.015747	31.196289	0
76	1.383705	0.046998	0.332114	0.935862	151	237	1.765747	21.196289	1
96	1.881980	0.132313	0.000000	3.453860	68	487	4.265747	41.196289	2
81	2.373738	0.168592	0.471927	1.238399	38	50	1.140747	26.196289	1
101	2.282771	0.285233	0.000000	3.635885	79	300	3.640747	46.196289	2
71	0.802961	0.050205	0.113347	0.719102	90	175	2.390747	16.196289	1
91	1.423210	0.186366	0.000000	3.208069	6	425	4.890747	36.196289	2
103	0.919370	0.085090	0.000000	1.174509	190	284	3.796997	17.446289	2
83	3.137645	0.132005	0.552039	1.462560	5	34	1.296997	37.446289	1
93	1.707516	0.116717	0.000000	2.208616	377	409	2.546997	27.446289	2
73	7.773850	0.027922	0.568109	3.356674	67	159	0.046997	47.446289	1
108	0.976021	0.091654	0.000000	1.806116	189	347	4.421997	22.446289	2
88	3.031287	0.188564	0.424162	1.738706	4	97	1.921997	42.446289	1
98	0.694271	0.051691	0.000000	1.161662	376	472	3.171997	12.446289	2
78	3.608848	0.096814	0.447755	1.958531	66	222	0.671997	32.446289	1
100	2.149868	0.129476	0.030777	2.218581	59	253	2.234497	29.946289	1
80	1.611661	0.095324	0.395214	1.108746	2	3	4.734497	49.946289	1
90	2.076974	0.068806	0.214107	1.683736	183	378	0.984497	19.946289	1
70	1.485501	0.135685	0.093720	1.438034	126	128	3.484497	39.946289	1
105	1.463342	0.034264	0.038261	1.327253	34	315	1.609497	14.946289	1
85	1.351795	0.132979	0.141222	1.178334	39	65	4.109497	34.946289	1
95	4.093136	0.078256	0.422739	2.369821	158	440	0.359497	24.946289	1
75	2.144754	0.302108	0.035462	2.121892	163	190	2.859497	44.946289	1
96	1.355405	0.046974	0.162829	1.114743	80	151	1.218872	13.071289	1
76	1.225083	0.159581	0.132429	1.120435	12	401	3.718872	33.071289	1
106	1.688741	0.078752	0.062115	1.656655	20	26	2.468872	23.071289	1
86	1.371172	0.121225	0.470596	0.764740	77	276	4.968872	43.071289	1
91	3.801836	0.085664	0.329301	2.480012	140	214	0.593872	28.071289	1
71	1.988940	0.140036	0.054054	1.921553	72	464	3.093872	48.071289	1
101	1.546914	0.069020	0.069900	1.436753	80	89	1.843872	18.071289	1
81	1.475950	0.172611	0.235999	1.007602	137	339	4.343872	38.071289	1
98	1.265666	0.081541	0.000000	1.807280	17	182	2.781372	20.571289	2
78	5.849457	0.096663	0.530432	2.719309	256	432	0.281372	40.571289	1
108	0.558260	0.028879	0.000000	0.784250	19	57	4.031372	10.571289	2
88	2.605479	0.127374	0.506618	1.240582	259	307	1.531372	30.571289	1
93	0.799877	0.075307	0.000000	1.430501	53	245	3.406372	15.571289	2
73	3.202442	0.138593	0.398875	1.959970	356	495	0.906372	35.571289	1
103	1.107220	0.112559	0.000000	2.057650	56	120	4.656372	25.571289	2
83	2.838374	0.119794	0.343154	1.803670	358	370	2.156372	45.571289	1
72	1.699019	0.117718	0.367213	1.040478	149	479	1.687622	26.821289	1
92	1.948106	0.179897	0.000000	3.492164	186	229	4.187622	46.821289	2
82	2.265926	0.049289	0.572240	0.965973	22	354	0.437622	16.821289	1
102	2.302574	0.164641	0.036632	2.398233	58	104	2.937622	36.821289	1
77	0.653212	0.058431	0.238877	0.522928	182	417	2.312622	11.821289	1
97	1.209617	0.146995	0.000000	2.806830	156	167	4.812622	31.821289	2
87	2.162326	0.109477	0.519214	1.057825	54	292	1.062622	21.821289	1
107	2.301897	0.172501	0.000000	3.218756	28	42	3.562622	41.821289	2
74	0.644865	0.051704	0.021339	0.643658	336	448	4.500122	19.321289	1
94	2.835566	0.097660	0.001811	3.272369	49	198	2.000122	39.321289	0
84	1.443389	0.119436	0.435747	0.726427	161	323	3.250122	29.321289	1
104	6.952791	0.256529	0.397889	4.201643	0	73	0.750122	49.321289	1
79	0.930851	0.072351	0.010145	1.085974	337	386	3.875122	24.321289	0
99	4.300287	0.245349	0.036853	4.268416	51	136	1.375122	44.321289	1
89	0.851891	0.059025	0.348859	0.538971	163	261	2.625122	14.321289	1
109	7.832882	0.064393	0.539377	3.617461	1	11	0.125122	34.321289	1
79	1.145271	0.070447	0.001030	1.322982	2	54	1.961060	17.758789	0
99	1.619808	0.155854	0.000000	1.948519	164	304	4.461060	37.758789	0
89	3.416511	0.122014	0.375457	2.125510	51	179	0.711060	27.758789	1
109	3.006697	0.209566	0.355190	1.886962	338	429	3.211060	47.758789	1
74	1.745943	0.098302	0.136287	1.480855	19	116	1.336060	22.758789	1
94	2.086700	0.232093	0.094905	1.752319	243	366	3.836060	42.758789	1
84	2.328543	0.009985	0.552879	1.032583	99	241	0.086060	12.758789	1
104	2.235320	0.141178	0.545751	1.045716	449	491	2.586060	32.758789	1
77	0.936265	0.067354	0.000000	1.908005	13	22	4.148560	25.258789	2
97	3.976852	0.221190	0.240673	2.959445	27	272	1.648560	45.258789	1
87	0.828529	0.064380	0.000000	1.057511	125	147	2.898560	15.258789	2
107	6.387588	0.066259	0.539532	2.941009	139	397	0.398560	35.258789	1
72	0.308721	0.039902	0.000000	0.647908	61	85	4.773560	10.258789	2
92	2.036065	0.127613	0.233112	1.529873	76	335	2.273560	30.258789	1
82	0.854974	0.066904	0.000000	1.145491	205	210	3.523560	20.258789	2
102	4.684509	0.175267	0.526744	2.239996	219	460	1.023560	40.258789	1
93	3.796221	0.034394	0.535289	1.759470	261	319	0.242310	21.508789	1
73	1.915169	0.136506	0.000765	2.769662	22	69	2.742310	41.508789	2
103	1.095965	0.047888	0.505885	0.569806	253	444	1.492310	11.508789	1
83	1.290307	0.128605	0.000000	1.847046	13	194	3.992310	31.508789	2
98	2.100812	0.076469	0.486096	1.060054	243	257	0.867310	16.508789	1
78	1.574111	0.129878	0.000148	2.315661	3	7	3.367310	36.508789	2
108	2.131694	0.136056	0.582766	0.933358	265	382	2.117310	26.508789	1
88	1.726868	0.168502	0.000103	2.436559	25	132	4.617310	46.508789	2
90	0.636618	0.062761	0.006370	0.710764	90	350	3.679810	14.008789	0
70	2.544567	0.099031	0.114530	2.309993	75	100	1.179810	34.008789	1
100	0.952583	0.082638	0.154528	0.794482	4	475	4.929810	24.008789	1
80	2.433021	0.163782	0.006760	2.760446	114	225	2.429810	44.008789	0
95	1.706814	0.158094	0.179995	1.344422	110	288	3.054810	29.008789	1
75	5.552943	0.137096	0.378463	3.439821	33	38	0.554810	49.008789	1
105	0.905985	0.044037	0.466452	0.489933	55	413	4.304810	19.008789	1
85	2.745452	0.152244	0.129821	2.398713	103	163	1.804810	39.008789	1
105	1.209492	0.098359	0.291899	0.887692	239	249	4.695435	28.383789	1
85	3.168527	0.281303	0.006516	3.118905	230	499	2.195435	48.383789	0
95	0.920573	0.086328	0.062738	0.932023	88	124	3.445435	18.383789	1
75	3.462885	0.196304	0.207212	2.736525	79	374	0.945435	38.383789	1
100	0.628772	0.060574	0.565315	0.289008	155	186	4.070435	13.383789	1
80	2.414246	0.145912	0.233523	1.892899	146	436	1.570435	33.383789	1
90	1.295195	0.093452	0.266845	0.975508	35	61	2.820435	23.383789	1
70	5.440795	0.097179	0.464421	2.869806	26	311	0.320435	43.383789	1
107	1.802820	0.081546	0.469977	0.952320	86	218	1.257935	15.883789	1
87	1.650289	0.157028	0.000000	2.408834	420	468	3.757935	35.883789	2
97	5.854821	0.002771	0.572458	2.500071	13	93	0.007935	25.883789	1
77	2.370580	0.161043	0.000000	3.434076	222	343	2.507935	45.883789	2
102	1.740554	0.073050	0.507921	0.858273	42	155	1.882935	20.883789	1
82	1.302238	0.103146	0.000000	2.221882	313	405	4.382935	40.883789	2
92	1.472491	0.041212	0.487229	0.743530	0	30	0.632935	10.883789	1
72	1.291761	0.148019	0.000000	1.946882	146	280	3.132935	30.883789	2
81	0.574052	0.032216	0.000000	0.747097	70	389	2.976685	12.133789	2
101	5.164360	0.125483	0.542192	2.385964	94	139	0.476685	32.133789	1
71	0.650931	0.097645	0.000000	1.481989	113	264	4.226685	22.133789	2
91	3.319604	0.168742	0.258480	2.449155	13	14	1.726685	42.133789	1
86	1.190892	0.097279	0.001696	1.519961	24	452	3.601685	27.133789	2
106	5.630876	0.158234	0.552242	2.520132	112	202	1.101685	47.133789	1
76	0.492309	0.083659	0.000000	1.091169	99	327	4.851685	17.133789	2
96	2.537298	0.232377	0.245295	1.825391	62	77	2.351685	37.133789	1
83	2.706674	0.104330	0.334011	1.811987	312	421	0.789185	24.633789	1
103	2.710659	0.222239	0.235718	1.925220	41	171	3.289185	44.633789	1
73	0.839031	0.037032	0.000000	1.062579	293	296	2.039185	14.633789	2
93	1.442060	0.141496	0.002908	1.880270	22	46	4.539185	34.633789	0
88	3.496123	0.031954	0.531952	1.634465	298	483	0.164185	19.633789	1
108	2.745527	0.191909	0.454240	1.532524	27	233	2.664185	39.633789	1
78	2.212986	0.102100	0.057973	2.131443	310	358	1.414185	29.633789	1
98	2.245547	0.161352	0.053041	2.411932	39	108	3.914185	49.633789	1
83	0.740895	0.054952	0.000000	0.849230	197	251	1.785278	10.415039	0
103	1.406942	0.108284	0.186883	1.792976	0	1	4.285278	30.415039	1
73	2.284902	0.041582	0.411573	1.346128	201	376	0.535278	20.415039	1
93	2.243717	0.135618	0.316484	1.560575	4	126	3.035278	40.415039	1
88	1.596546	0.115021	0.000000	1.995520	285	313	2.410278	25.415039	2
108	1.838364	0.136104	0.022043	2.246063	25	63	4.910278	45.415039	1
78	1.299030	0.068277	0.277108	0.942464	289	438	1.160278	15.415039	1
98	1.613942	0.174497	0.421521	1.010607	30	188	3.660278	35.415039	1
81	0.777844	0.052911	0.000000	1.718962	98	282	4.597778	22.915039	2
101	3.335947	0.207671	0.221324	2.602742	27	32	2.097778	42.915039	1
71	0.503238	0.057980	0.000000	0.676931	39	407	3.347778	12.915039	2
91	3.806348	0.154046	0.515848	1.840939	93	157	0.847778	32.915039	1
86	0.687378	0.064191	0.000000	1.276099	163	345	3.972778	17.915039	2
106	3.719818	0.193885	0.395478	2.307581	92	95	1.472778	37.915039	1
76	1.414988	0.100462	0.000000	1.400073	104	470	2.722778	27.915039	0
96	8.891974	0.078568	0.574920	3.791157	159	220	0.222778	47.915039	1
107	3.716033	0.111551	0.405650	2.247126	7	110	1.004028	29.165039	1
87	2.127508	0.299325	0.000000	4.081971	204	360	3.504028	49.165039	2
97	1.333822	0.102384	0.389836	0.817614	74	235	2.254028	19.165039	1
77	1.159584	0.170035	0.000000	2.246510	396	485	4.754028	39.165039	2
102	2.465357	0.038785	0.524994	1.173320	9	48	0.379028	14.165039	1
82	1.722080	0.199318	0.000000	2.419531	206	298	2.879028	34.165039	2
92	2.003453	0.133571	0.527494	0.936939	76	173	1.629028	24.165039	1
72	1.460885	0.130498	0.000000	2.069611	398	423	4.129028	44.165039	2
105	1.186205	0.081434	0.166508	0.967592	39	79	2.566528	16.665039	1
85	6.857964	0.030751	0.548644	3.092963	1	329	0.066528	36.665039	1
95	1.321565	0.099006	0.349278	0.784436	153	204	3.816528	26.665039	1
75	3.620028	0.234709	0.230213	2.761511	115	454	1.316528	46.665039	1
100	1.235285	0.060715	0.231608	0.935526	10	16	3.191528	21.665039	1
80	4.626755	0.126089	0.358019	2.997691	34	266	0.691528	41.665039	1
90	0.474086	0.052783	0.592414	0.196176	124	141	4.441528	11.665039	1
